Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,Audio,ANSWER,Test1,Test2
7,1.60114E+12,26/09/2020 18:26:58,1.60114E+12,-4,26/09/2020 14:26:59,26422,2,task-l2fh,,6974107,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,5,2,1,Screen 1,audio,content_audio,1655.6,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,parodo.wav,golatu.wav
8,1.60114E+12,26/09/2020 18:26:59,1.60114E+12,-4,26/09/2020 14:27:00,26422,2,task-l2fh,,6974107,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,5,2,2,Screen 2,fixation,fixation,452.829,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,parodo.wav,golatu.wav
9,1.60114E+12,26/09/2020 18:27:00,1.60114E+12,-4,26/09/2020 14:27:01,26422,2,task-l2fh,,6974107,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,5,2,3,Screen 3,advancementZone,content_audio,1617,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,parodo.wav,golatu.wav
10,1.60114E+12,26/09/2020 18:27:10,1.60114E+12,-4,26/09/2020 14:27:10,26422,2,task-l2fh,,6974107,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,5,2,4,Screen 4,buttonB,response_button_image,9142.9,,,Arnie_2.png,1,1,0,0,,,,,1,2AFC,,Arnie_2.png,parodo.wav,golatu.wav
11,1.60114E+12,26/09/2020 18:27:11,1.60114E+12,-4,26/09/2020 14:27:12,26422,2,task-l2fh,,6974107,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,9,3,1,Screen 1,audio,content_audio,1566.4,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,parodo.wav,daropi.wav
12,1.60114E+12,26/09/2020 18:27:12,1.60114E+12,-4,26/09/2020 14:27:13,26422,2,task-l2fh,,6974107,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,9,3,2,Screen 2,fixation,fixation,452.84,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,parodo.wav,daropi.wav
13,1.60114E+12,26/09/2020 18:27:13,1.60114E+12,-4,26/09/2020 14:27:14,26422,2,task-l2fh,,6974107,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,9,3,3,Screen 3,advancementZone,content_audio,1654.2,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,parodo.wav,daropi.wav
14,1.60114E+12,26/09/2020 18:27:19,1.60114E+12,-4,26/09/2020 14:27:20,26422,2,task-l2fh,,6974107,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,9,3,4,Screen 4,buttonB,response_button_image,5877.9,,,Arnie_2.png,1,1,0,0,,,,,1,2AFC,,Arnie_2.png,parodo.wav,daropi.wav
15,1.60114E+12,26/09/2020 18:27:21,1.60114E+12,-4,26/09/2020 14:27:22,26422,2,task-l2fh,,6974107,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,10,4,1,Screen 1,audio,content_audio,1607.1,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,tibudo.wav,parodo.wav
16,1.60114E+12,26/09/2020 18:27:21,1.60114E+12,-4,26/09/2020 14:27:22,26422,2,task-l2fh,,6974107,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,10,4,2,Screen 2,fixation,fixation,452.824,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,tibudo.wav,parodo.wav
17,1.60114E+12,26/09/2020 18:27:23,1.60114E+12,-4,26/09/2020 14:27:24,26422,2,task-l2fh,,6974107,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,10,4,3,Screen 3,advancementZone,content_audio,1668.1,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,tibudo.wav,parodo.wav
18,1.60114E+12,26/09/2020 18:27:25,1.60114E+12,-4,26/09/2020 14:27:26,26422,2,task-l2fh,,6974107,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,10,4,4,Screen 4,buttonA,response_button_image,1308.5,,,Arnie_1.png,1,1,0,0,,,,,1,2AFC,,Arnie_1.png,tibudo.wav,parodo.wav
19,1.60114E+12,26/09/2020 18:27:26,1.60114E+12,-4,26/09/2020 14:27:27,26422,2,task-l2fh,,6974107,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,11,5,1,Screen 1,audio,content_audio,1607.4,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,golatu.wav,dabitu.wav
20,1.60114E+12,26/09/2020 18:27:27,1.60114E+12,-4,26/09/2020 14:27:28,26422,2,task-l2fh,,6974107,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,11,5,2,Screen 2,fixation,fixation,453.24,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,golatu.wav,dabitu.wav
21,1.60114E+12,26/09/2020 18:27:28,1.60114E+12,-4,26/09/2020 14:27:29,26422,2,task-l2fh,,6974107,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,11,5,3,Screen 3,advancementZone,content_audio,1635.5,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,golatu.wav,dabitu.wav
22,1.60114E+12,26/09/2020 18:27:30,1.60114E+12,-4,26/09/2020 14:27:31,26422,2,task-l2fh,,6974107,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,11,5,4,Screen 4,buttonA,response_button_image,1317.6,,,Arnie_1.png,1,1,0,0,,,,,1,2AFC,,Arnie_1.png,golatu.wav,dabitu.wav
23,1.60114E+12,26/09/2020 18:27:32,1.60114E+12,-4,26/09/2020 14:27:32,26422,2,task-l2fh,,6974107,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,12,6,1,Screen 1,audio,content_audio,1661.3,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,dabitu.wav,pabiku.wav
24,1.60114E+12,26/09/2020 18:27:32,1.60114E+12,-4,26/09/2020 14:27:33,26422,2,task-l2fh,,6974107,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,12,6,2,Screen 2,fixation,fixation,452.826,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,dabitu.wav,pabiku.wav
25,1.60114E+12,26/09/2020 18:27:34,1.60114E+12,-4,26/09/2020 14:27:35,26422,2,task-l2fh,,6974107,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,12,6,3,Screen 3,advancementZone,content_audio,1606.9,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,dabitu.wav,pabiku.wav
26,1.60114E+12,26/09/2020 18:27:35,1.60114E+12,-4,26/09/2020 14:27:36,26422,2,task-l2fh,,6974107,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,12,6,4,Screen 4,buttonA,response_button_image,992.5000001,,,Arnie_1.png,1,0,1,0,,,,,1,2AFC,,Arnie_2.png,dabitu.wav,pabiku.wav
27,1.60114E+12,26/09/2020 18:27:36,1.60114E+12,-4,26/09/2020 14:27:37,26422,2,task-l2fh,,6974107,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,2,7,1,Screen 1,audio,content_audio,1624.6,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,pabiku.wav,gobuku.wav
28,1.60114E+12,26/09/2020 18:27:37,1.60114E+12,-4,26/09/2020 14:27:38,26422,2,task-l2fh,,6974107,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,2,7,2,Screen 2,fixation,fixation,452.825,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,pabiku.wav,gobuku.wav
29,1.60114E+12,26/09/2020 18:27:39,1.60114E+12,-4,26/09/2020 14:27:39,26422,2,task-l2fh,,6974107,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,2,7,3,Screen 3,advancementZone,content_audio,1589.9,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,pabiku.wav,gobuku.wav
30,1.60114E+12,26/09/2020 18:27:40,1.60114E+12,-4,26/09/2020 14:27:41,26422,2,task-l2fh,,6974107,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,2,7,4,Screen 4,buttonB,response_button_image,1402.2,,,Arnie_2.png,1,0,1,0,,,,,1,2AFC,,Arnie_1.png,pabiku.wav,gobuku.wav
31,1.60114E+12,26/09/2020 18:27:42,1.60114E+12,-4,26/09/2020 14:27:43,26422,2,task-l2fh,,6974107,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,7,8,1,Screen 1,audio,content_audio,1643.6,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,golatu.wav,tilapi.wav
32,1.60114E+12,26/09/2020 18:27:42,1.60114E+12,-4,26/09/2020 14:27:43,26422,2,task-l2fh,,6974107,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,7,8,2,Screen 2,fixation,fixation,452.886,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,golatu.wav,tilapi.wav
33,1.60114E+12,26/09/2020 18:27:44,1.60114E+12,-4,26/09/2020 14:27:45,26422,2,task-l2fh,,6974107,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,7,8,3,Screen 3,advancementZone,content_audio,1611,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,golatu.wav,tilapi.wav
34,1.60114E+12,26/09/2020 18:27:45,1.60114E+12,-4,26/09/2020 14:27:46,26422,2,task-l2fh,,6974107,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,7,8,4,Screen 4,buttonA,response_button_image,1465.1,,,Arnie_1.png,1,1,0,0,,,,,1,2AFC,,Arnie_1.png,golatu.wav,tilapi.wav
35,1.60114E+12,26/09/2020 18:27:47,1.60114E+12,-4,26/09/2020 14:27:48,26422,2,task-l2fh,,6974107,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,3,9,1,Screen 1,audio,content_audio,1637.4,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,daropi.wav,tilapi.wav
36,1.60114E+12,26/09/2020 18:27:48,1.60114E+12,-4,26/09/2020 14:27:48,26422,2,task-l2fh,,6974107,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,3,9,2,Screen 2,fixation,fixation,452.836,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,daropi.wav,tilapi.wav
37,1.60114E+12,26/09/2020 18:27:49,1.60114E+12,-4,26/09/2020 14:27:50,26422,2,task-l2fh,,6974107,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,3,9,3,Screen 3,advancementZone,content_audio,1608.9,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,daropi.wav,tilapi.wav
38,1.60114E+12,26/09/2020 18:27:50,1.60114E+12,-4,26/09/2020 14:27:51,26422,2,task-l2fh,,6974107,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,3,9,4,Screen 4,buttonB,response_button_image,905.1,,,Arnie_2.png,1,0,1,0,,,,,1,2AFC,,Arnie_1.png,daropi.wav,tilapi.wav
39,1.60114E+12,26/09/2020 18:27:52,1.60114E+12,-4,26/09/2020 14:27:53,26422,2,task-l2fh,,6974107,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,4,10,1,Screen 1,audio,content_audio,1638.9,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,dabitu.wav,tibudo.wav
40,1.60114E+12,26/09/2020 18:27:52,1.60114E+12,-4,26/09/2020 14:27:53,26422,2,task-l2fh,,6974107,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,4,10,2,Screen 2,fixation,fixation,452.836,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,dabitu.wav,tibudo.wav
41,1.60114E+12,26/09/2020 18:27:54,1.60114E+12,-4,26/09/2020 14:27:55,26422,2,task-l2fh,,6974107,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,4,10,3,Screen 3,advancementZone,content_audio,1640.3,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,dabitu.wav,tibudo.wav
42,1.60114E+12,26/09/2020 18:27:59,1.60114E+12,-4,26/09/2020 14:28:00,26422,2,task-l2fh,,6974107,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,4,10,4,Screen 4,buttonA,response_button_image,4543.2,,,Arnie_1.png,1,0,1,0,,,,,1,2AFC,,Arnie_2.png,dabitu.wav,tibudo.wav
43,1.60114E+12,26/09/2020 18:28:00,1.60114E+12,-4,26/09/2020 14:28:01,26422,2,task-l2fh,,6974107,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,8,11,1,Screen 1,audio,content_audio,1595.4,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,tilapi.wav,pabiku.wav
44,1.60114E+12,26/09/2020 18:28:01,1.60114E+12,-4,26/09/2020 14:28:02,26422,2,task-l2fh,,6974107,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,8,11,2,Screen 2,fixation,fixation,452.84,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,tilapi.wav,pabiku.wav
45,1.60114E+12,26/09/2020 18:28:02,1.60114E+12,-4,26/09/2020 14:28:03,26422,2,task-l2fh,,6974107,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,8,11,3,Screen 3,advancementZone,content_audio,1604.6,,,,,0,1,0,,,,,1,2AFC,,Arnie_2.png,tilapi.wav,pabiku.wav
46,1.60114E+12,26/09/2020 18:28:03,1.60114E+12,-4,26/09/2020 14:28:04,26422,2,task-l2fh,,6974107,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,8,11,4,Screen 4,buttonA,response_button_image,849,,,Arnie_1.png,1,0,1,0,,,,,1,2AFC,,Arnie_2.png,tilapi.wav,pabiku.wav
47,1.60114E+12,26/09/2020 18:28:05,1.60114E+12,-4,26/09/2020 14:28:06,26422,2,task-l2fh,,6974107,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,6,12,1,Screen 1,audio,content_audio,1593.6,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,tibudo.wav,parodo.wav
48,1.60114E+12,26/09/2020 18:28:05,1.60114E+12,-4,26/09/2020 14:28:06,26422,2,task-l2fh,,6974107,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,6,12,2,Screen 2,fixation,fixation,452.831,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,tibudo.wav,parodo.wav
49,1.60114E+12,26/09/2020 18:28:07,1.60114E+12,-4,26/09/2020 14:28:08,26422,2,task-l2fh,,6974107,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,6,12,3,Screen 3,advancementZone,content_audio,1544.4,,,,,0,1,0,,,,,1,2AFC,,Arnie_1.png,tibudo.wav,parodo.wav
50,1.60114E+12,26/09/2020 18:28:08,1.60114E+12,-4,26/09/2020 14:28:09,26422,2,task-l2fh,,6974107,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,Test_Spreadsheet,6,12,4,Screen 4,buttonB,response_button_image,559.2,,,Arnie_2.png,1,0,1,0,,,,,1,2AFC,,Arnie_1.png,tibudo.wav,parodo.wav
51,1.60114E+12,26/09/2020 18:28:08,1.60114E+12,-4,26/09/2020 14:28:09,26422,2,task-l2fh,,6974107,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Auditory Statistical Learning Paradigm,14,Test_Spreadsheet,,,END TASK,,,,,102236,,,,,0,1,0,,,,,,,,,,
END OF FILE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
