Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,button,table,stim1,stim2,audio,toy1,toy2,toy3,toy4,mary
27,1.60089E+12,23/09/2020 20:32:19,1.60089E+12,-4,23/09/2020 16:34:31,26422,2,task-o6yv,,6916987,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Learning Task,2,taught-inferred,taught-inferred,21,13,1,LearningTrial1,Zone3,content_audio,9400.47,,,,,0,1,0,,,,,1,trials,alien_apple2.png,,empty table.png,dino_apple3.png,alien_apple2.png,apple.mp3,,,,,
28,1.60089E+12,23/09/2020 20:32:19,1.60089E+12,-4,23/09/2020 16:34:31,26422,2,task-o6yv,,6916987,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Learning Task,2,taught-inferred,taught-inferred,21,13,2,Screen 1,Zone4,response_button_image,298.22,,,alien_apple2.png,1,1,0,0,,,,,1,trials,alien_apple2.png,,empty table.png,dino_apple3.png,alien_apple2.png,apple.mp3,,,,,
29,1.60089E+12,23/09/2020 20:32:28,1.60089E+12,-4,23/09/2020 16:34:40,26422,2,task-o6yv,,6916987,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Learning Task,2,taught-inferred,taught-inferred,18,14,1,LearningTrial1,Zone3,content_audio,8836.1,,,,,0,1,0,,,,,1,trials,dino_ball.png,,empty table.png,alien_ball1.png,dino_ball.png,ball.mp3,,,,,
30,1.60089E+12,23/09/2020 20:32:29,1.60089E+12,-4,23/09/2020 16:34:40,26422,2,task-o6yv,,6916987,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Learning Task,2,taught-inferred,taught-inferred,18,14,2,Screen 1,Zone4,response_button_image,228.39,,,dino_ball.png,1,1,0,0,,,,,1,trials,dino_ball.png,,empty table.png,alien_ball1.png,dino_ball.png,ball.mp3,,,,,
31,1.60089E+12,23/09/2020 20:32:38,1.60089E+12,-4,23/09/2020 16:34:50,26422,2,task-o6yv,,6916987,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Learning Task,2,taught-inferred,taught-inferred,15,15,1,LearningTrial1,Zone3,content_audio,9696.72,,,,,0,1,0,,,,,1,trials,dino_wilp5.png,,empty table.png,alien_wilp5.png,dino_wilp5.png,like_wilp_dino.mp3,,,,,
32,1.60089E+12,23/09/2020 20:32:39,1.60089E+12,-4,23/09/2020 16:34:50,26422,2,task-o6yv,,6916987,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Learning Task,2,taught-inferred,taught-inferred,15,15,2,Screen 1,Zone4,response_button_image,163.605,,,dino_wilp5.png,1,1,0,0,,,,,1,trials,dino_wilp5.png,,empty table.png,alien_wilp5.png,dino_wilp5.png,like_wilp_dino.mp3,,,,,
33,1.60089E+12,23/09/2020 20:32:46,1.60089E+12,-4,23/09/2020 16:34:58,26422,2,task-o6yv,,6916987,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Learning Task,2,taught-inferred,taught-inferred,17,16,1,LearningTrial1,Zone3,content_audio,7787.685,,,,,0,1,0,,,,,1,trials,dino_blap5.png,,empty table.png,dino_blap5.png,alien_blap5.png,like_blap_dino.mp3,,,,,
34,1.60089E+12,23/09/2020 20:32:48,1.60089E+12,-4,23/09/2020 16:35:00,26422,2,task-o6yv,,6916987,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Learning Task,2,taught-inferred,taught-inferred,17,16,2,Screen 1,Zone2,response_button_image,2069.97,,,dino_blap5.png,1,1,0,0,,,,,1,trials,dino_blap5.png,,empty table.png,dino_blap5.png,alien_blap5.png,like_blap_dino.mp3,,,,,
35,1.60089E+12,23/09/2020 20:32:59,1.60089E+12,-4,23/09/2020 16:35:10,26422,2,task-o6yv,,6916987,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Learning Task,2,taught-inferred,taught-inferred,3,17,1,LearningTrial1,Zone3,content_audio,10004.33,,,,,0,1,0,,,,,1,trials,dino_doff5.png,,empty table.png,alien_doff5.png,dino_doff5.png,want_doff_dino.mp3,,,,,
36,1.60089E+12,23/09/2020 20:33:01,1.60089E+12,-4,23/09/2020 16:35:13,26422,2,task-o6yv,,6916987,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Learning Task,2,taught-inferred,taught-inferred,3,17,2,Screen 1,Zone4,response_button_image,2445.51,,,dino_doff5.png,1,1,0,0,,,,,1,trials,dino_doff5.png,,empty table.png,alien_doff5.png,dino_doff5.png,want_doff_dino.mp3,,,,,
37,1.60089E+12,23/09/2020 20:33:10,1.60089E+12,-4,23/09/2020 16:35:21,26422,2,task-o6yv,,6916987,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Learning Task,2,taught-inferred,taught-inferred,16,18,1,LearningTrial1,Zone3,content_audio,8694.805,,,,,0,1,0,,,,,1,trials,dino_stad5.png,,empty table.png,dino_stad5.png,alien_stad5.png,want_stad_dino.mp3,,,,,
38,1.60089E+12,23/09/2020 20:33:11,1.60089E+12,-4,23/09/2020 16:35:23,26422,2,task-o6yv,,6916987,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Learning Task,2,taught-inferred,taught-inferred,16,18,2,Screen 1,Zone2,response_button_image,1356.32,,,dino_stad5.png,1,1,0,0,,,,,1,trials,dino_stad5.png,,empty table.png,dino_stad5.png,alien_stad5.png,want_stad_dino.mp3,,,,,
39,1.60089E+12,23/09/2020 20:33:20,1.60089E+12,-4,23/09/2020 16:35:32,26422,2,task-o6yv,,6916987,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Learning Task,2,taught-inferred,taught-inferred,12,19,1,LearningTrial1,Zone3,content_audio,8945.755,,,,,0,1,0,,,,,1,trials,alien_zeb5.png,,empty table.png,alien_zeb5.png,dino_zeb5.png,want_zeb_alien.mp3,,,,,
40,1.60089E+12,23/09/2020 20:33:28,1.60089E+12,-4,23/09/2020 16:35:39,26422,2,task-o6yv,,6916987,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Learning Task,2,taught-inferred,taught-inferred,12,19,2,Screen 1,Zone2,response_button_image,7378.91,,,alien_zeb5.png,1,1,0,0,,,,,1,trials,alien_zeb5.png,,empty table.png,alien_zeb5.png,dino_zeb5.png,want_zeb_alien.mp3,,,,,
41,1.60089E+12,23/09/2020 20:33:37,1.60089E+12,-4,23/09/2020 16:35:48,26422,2,task-o6yv,,6916987,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Learning Task,2,taught-inferred,taught-inferred,14,20,1,LearningTrial1,Zone3,content_audio,8965.36,,,,,0,1,0,,,,,1,trials,dino_pru5.png,,empty table.png,alien_pru5.png,dino_pru5.png,want_pru_dino.mp3,,,,,
42,1.60089E+12,23/09/2020 20:33:39,1.60089E+12,-4,23/09/2020 16:35:50,26422,2,task-o6yv,,6916987,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Learning Task,2,taught-inferred,taught-inferred,14,20,2,Screen 1,Zone4,response_button_image,2132.63,,,dino_pru5.png,1,1,0,0,,,,,1,trials,dino_pru5.png,,empty table.png,alien_pru5.png,dino_pru5.png,want_pru_dino.mp3,,,,,
43,1.60089E+12,23/09/2020 20:33:45,1.60089E+12,-4,23/09/2020 16:35:56,26422,2,task-o6yv,,6916987,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Learning Task,2,taught-inferred,taught-inferred,22,1,1,Screen 1,advancementZone,response_button_image,5070.685,,,green.png,1,0,1,0,,,,,,Break,,green.png,,,,,,,,,
44,1.60089E+12,23/09/2020 20:33:45,1.60089E+12,-4,23/09/2020 16:35:56,26422,2,task-o6yv,,6916987,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Learning Task,2,taught-inferred,taught-inferred,24,1,1,Screen 1,buttonB,response_button_image,574.545,,,wilp.png,1,0,1,0,,,,,2,Recalling,blap.png,,,,,which_blap.mp3,blap.png,stad.png,pru.png,wilp.png,
45,1.60089E+12,23/09/2020 20:33:50,1.60089E+12,-4,23/09/2020 16:36:01,26422,2,task-o6yv,,6916987,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Learning Task,2,taught-inferred,taught-inferred,29,2,1,Screen 1,buttonB,response_button_image,4307.025,,,wilp.png,1,1,0,0,,,,,2,Recalling,wilp.png,,,,,which_wilp.mp3,pru.png,doff.png,bink.png,wilp.png,
46,1.60089E+12,23/09/2020 20:33:53,1.60089E+12,-4,23/09/2020 16:36:04,26422,2,task-o6yv,,6916987,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Learning Task,2,taught-inferred,taught-inferred,28,3,1,Screen 1,buttonC,response_button_image,3797.425,,,stad.png,1,1,0,0,,,,,2,Recalling,stad.png,,,,,which_stad.mp3,gaz.png,stad.png,wilp.png,zeb.png,
47,1.60089E+12,23/09/2020 20:33:53,1.60089E+12,-4,23/09/2020 16:36:05,26422,2,task-o6yv,,6916987,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Learning Task,2,taught-inferred,taught-inferred,25,4,1,Screen 1,buttonC,response_button_image,413.315,,,blap.png,1,0,1,0,,,,,2,Recalling,doff.png,,,,,which_doff.mp3,wilp.png,blap.png,bink.png,doff.png,
48,1.60089E+12,23/09/2020 20:33:57,1.60089E+12,-4,23/09/2020 16:36:09,26422,2,task-o6yv,,6916987,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Learning Task,2,taught-inferred,taught-inferred,30,5,1,Screen 1,buttonC,response_button_image,4218.89,,,blap.png,1,0,1,0,,,,,2,Recalling,zeb.png,,,,,which_zeb.mp3,gaz.png,blap.png,zeb.png,stad.png,
49,1.60089E+12,23/09/2020 20:34:02,1.60089E+12,-4,23/09/2020 16:36:14,26422,2,task-o6yv,,6916987,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Learning Task,2,taught-inferred,taught-inferred,27,6,1,Screen 1,buttonA,response_button_image,4871.755,,,pru.png,1,1,0,0,,,,,2,Recalling,pru.png,,,,,which_pru.mp3,bink.png,doff.png,pru.png,blap.png,
50,1.60089E+12,23/09/2020 20:34:06,1.60089E+12,-4,23/09/2020 16:36:18,26422,2,task-o6yv,,6916987,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Learning Task,2,taught-inferred,taught-inferred,26,7,1,Screen 1,buttonD,response_button_image,4020.045,,,gaz.png,1,1,0,0,,,,,2,Recalling,gaz.png,,,,,which_gaz.mp3,gaz.png,pru.png,stad.png,zeb.png,
51,1.60089E+12,23/09/2020 20:34:13,1.60089E+12,-4,23/09/2020 16:36:24,26422,2,task-o6yv,,6916987,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Learning Task,2,taught-inferred,taught-inferred,23,8,1,Screen 1,buttonD,response_button_image,6266.12,,,zeb.png,1,0,1,0,,,,,2,Recalling,bink.png,,,,,which_bink.mp3,zeb.png,bink.png,doff.png,gaz.png,
52,1.60089E+12,23/09/2020 20:34:17,1.60089E+12,-4,23/09/2020 16:36:28,26422,2,task-o6yv,,6916987,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Learning Task,2,taught-inferred,taught-inferred,31,1,1,Screen 1,advancementZone,response_button_image,3817.325,,,green.png,1,0,1,0,,,,,,End,,green.png,,,,,,,,,
53,1.60089E+12,23/09/2020 20:34:17,1.60089E+12,-4,23/09/2020 16:36:28,26422,2,task-o6yv,,6916987,BLIND,1997419,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,Learning Task,2,taught-inferred,,,END TASK,,,,,246822,,,,,0,1,0,,,,,,,,,,,,,,,,,
1,1.60114E+12,26/09/2020 18:29:34,1.60114E+12,-4,26/09/2020 14:29:35,26422,2,task-o6yv,,6974170,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Learning Task,2,taught-inferred,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,
2,1.60114E+12,26/09/2020 18:29:37,1.60114E+12,-4,26/09/2020 14:29:37,26422,2,task-o6yv,,6974170,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Learning Task,2,taught-inferred,taught-inferred,1,1,1,Screen 1,advancementZone,response_button_image,1880,,,green.png,1,0,1,0,,,,,,intro,,green.png,,,,,,,,,
3,1.60114E+12,26/09/2020 18:29:45,1.60114E+12,-4,26/09/2020 14:29:46,26422,2,task-o6yv,,6974170,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Learning Task,2,taught-inferred,taught-inferred,10,1,1,LearningTrial1,Zone3,content_audio,8350.1,,,,,0,1,0,,,,,1,trials,alien_bink5.png,,empty table.png,dino_bink5.png,alien_bink5.png,want_bink_alien.mp3,,,,,
4,1.60114E+12,26/09/2020 18:29:47,1.60114E+12,-4,26/09/2020 14:29:47,26422,2,task-o6yv,,6974170,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Learning Task,2,taught-inferred,taught-inferred,10,1,2,Screen 1,Zone4,response_button_image,1469.8,,,alien_bink5.png,1,1,0,0,,,,,1,trials,alien_bink5.png,,empty table.png,dino_bink5.png,alien_bink5.png,want_bink_alien.mp3,,,,,
5,1.60114E+12,26/09/2020 18:29:55,1.60114E+12,-4,26/09/2020 14:29:56,26422,2,task-o6yv,,6974170,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Learning Task,2,taught-inferred,taught-inferred,9,2,1,LearningTrial1,Zone3,content_audio,8150.9,,,,,0,1,0,,,,,1,trials,alien_blap5.png,,empty table.png,alien_blap5.png,dino_blap5.png,want_blap_alien.mp3,,,,,
6,1.60114E+12,26/09/2020 18:29:56,1.60114E+12,-4,26/09/2020 14:29:57,26422,2,task-o6yv,,6974170,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Learning Task,2,taught-inferred,taught-inferred,9,2,2,Screen 1,Zone2,response_button_image,1657.3,,,alien_blap5.png,1,1,0,0,,,,,1,trials,alien_blap5.png,,empty table.png,alien_blap5.png,dino_blap5.png,want_blap_alien.mp3,,,,,
7,1.60115E+12,26/09/2020 18:30:04,1.60115E+12,-4,26/09/2020 14:30:05,26422,2,task-o6yv,,6974170,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Learning Task,2,taught-inferred,taught-inferred,17,3,1,LearningTrial1,Zone3,content_audio,7884.1,,,,,0,1,0,,,,,1,trials,dino_blap5.png,,empty table.png,dino_blap5.png,alien_blap5.png,like_blap_dino.mp3,,,,,
8,1.60115E+12,26/09/2020 18:30:05,1.60115E+12,-4,26/09/2020 14:30:05,26422,2,task-o6yv,,6974170,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Learning Task,2,taught-inferred,taught-inferred,17,3,2,Screen 1,Zone2,response_button_image,19.6,,,dino_blap5.png,1,1,0,0,,,,,1,trials,dino_blap5.png,,empty table.png,dino_blap5.png,alien_blap5.png,like_blap_dino.mp3,,,,,
9,1.60115E+12,26/09/2020 18:30:14,1.60115E+12,-4,26/09/2020 14:30:15,26422,2,task-o6yv,,6974170,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Learning Task,2,taught-inferred,taught-inferred,21,4,1,LearningTrial1,Zone3,content_audio,9523.8,,,,,0,1,0,,,,,1,trials,alien_apple2.png,,empty table.png,dino_apple3.png,alien_apple2.png,apple.mp3,,,,,
10,1.60115E+12,26/09/2020 18:30:14,1.60115E+12,-4,26/09/2020 14:30:15,26422,2,task-o6yv,,6974170,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Learning Task,2,taught-inferred,taught-inferred,21,4,2,Screen 1,Zone4,response_button_image,98.40000002,,,alien_apple2.png,1,1,0,0,,,,,1,trials,alien_apple2.png,,empty table.png,dino_apple3.png,alien_apple2.png,apple.mp3,,,,,
11,1.60115E+12,26/09/2020 18:30:23,1.60115E+12,-4,26/09/2020 14:30:24,26422,2,task-o6yv,,6974170,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Learning Task,2,taught-inferred,taught-inferred,18,5,1,LearningTrial1,Zone3,content_audio,8894.3,,,,,0,1,0,,,,,1,trials,dino_ball.png,,empty table.png,alien_ball1.png,dino_ball.png,ball.mp3,,,,,
12,1.60115E+12,26/09/2020 18:30:24,1.60115E+12,-4,26/09/2020 14:30:25,26422,2,task-o6yv,,6974170,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Learning Task,2,taught-inferred,taught-inferred,18,5,2,Screen 1,Zone4,response_button_image,710.4,,,dino_ball.png,1,1,0,0,,,,,1,trials,dino_ball.png,,empty table.png,alien_ball1.png,dino_ball.png,ball.mp3,,,,,
13,1.60115E+12,26/09/2020 18:30:32,1.60115E+12,-4,26/09/2020 14:30:33,26422,2,task-o6yv,,6974170,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Learning Task,2,taught-inferred,taught-inferred,2,6,1,LearningTrial1,Zone3,content_audio,8361.1,,,,,0,1,0,,,,,1,trials,dino_bink5.png,,empty table.png,alien_bink5.png,dino_bink5.png,like_bink_dino.mp3,,,,,
14,1.60115E+12,26/09/2020 18:30:33,1.60115E+12,-4,26/09/2020 14:30:34,26422,2,task-o6yv,,6974170,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Learning Task,2,taught-inferred,taught-inferred,2,6,2,Screen 1,Zone4,response_button_image,131.1,,,dino_bink5.png,1,1,0,0,,,,,1,trials,dino_bink5.png,,empty table.png,alien_bink5.png,dino_bink5.png,like_bink_dino.mp3,,,,,
15,1.60115E+12,26/09/2020 18:30:43,1.60115E+12,-4,26/09/2020 14:30:44,26422,2,task-o6yv,,6974170,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Learning Task,2,taught-inferred,taught-inferred,3,7,1,LearningTrial1,Zone3,content_audio,10052.1,,,,,0,1,0,,,,,1,trials,dino_doff5.png,,empty table.png,alien_doff5.png,dino_doff5.png,want_doff_dino.mp3,,,,,
16,1.60115E+12,26/09/2020 18:30:45,1.60115E+12,-4,26/09/2020 14:30:46,26422,2,task-o6yv,,6974170,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Learning Task,2,taught-inferred,taught-inferred,3,7,2,Screen 1,Zone4,response_button_image,2264.6,,,dino_doff5.png,1,1,0,0,,,,,1,trials,dino_doff5.png,,empty table.png,alien_doff5.png,dino_doff5.png,want_doff_dino.mp3,,,,,
17,1.60115E+12,26/09/2020 18:30:54,1.60115E+12,-4,26/09/2020 14:30:55,26422,2,task-o6yv,,6974170,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Learning Task,2,taught-inferred,taught-inferred,20,8,1,LearningTrial1,Zone3,content_audio,8794,,,,,0,1,0,,,,,1,trials,dino_teddy1.png,,empty table.png,alien_teddy.png,dino_teddy1.png,teddybear.mp3,,,,,
18,1.60115E+12,26/09/2020 18:30:54,1.60115E+12,-4,26/09/2020 14:30:55,26422,2,task-o6yv,,6974170,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Learning Task,2,taught-inferred,taught-inferred,20,8,2,Screen 1,Zone4,response_button_image,43.79999998,,,dino_teddy1.png,1,1,0,0,,,,,1,trials,dino_teddy1.png,,empty table.png,alien_teddy.png,dino_teddy1.png,teddybear.mp3,,,,,
19,1.60115E+12,26/09/2020 18:31:02,1.60115E+12,-4,26/09/2020 14:31:02,26422,2,task-o6yv,,6974170,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Learning Task,2,taught-inferred,taught-inferred,19,9,1,LearningTrial1,Zone3,content_audio,7489.4,,,,,0,1,0,,,,,1,trials,alien_flower.png,,empty table.png,dino_flower.png,alien_flower.png,flower.mp3,,,,,
20,1.60115E+12,26/09/2020 18:31:02,1.60115E+12,-4,26/09/2020 14:31:03,26422,2,task-o6yv,,6974170,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Learning Task,2,taught-inferred,taught-inferred,19,9,2,Screen 1,Zone4,response_button_image,39.2,,,alien_flower.png,1,1,0,0,,,,,1,trials,alien_flower.png,,empty table.png,dino_flower.png,alien_flower.png,flower.mp3,,,,,
21,1.60115E+12,26/09/2020 18:31:10,1.60115E+12,-4,26/09/2020 14:31:11,26422,2,task-o6yv,,6974170,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Learning Task,2,taught-inferred,taught-inferred,16,10,1,LearningTrial1,Zone3,content_audio,8741.8,,,,,0,1,0,,,,,1,trials,dino_stad5.png,,empty table.png,dino_stad5.png,alien_stad5.png,want_stad_dino.mp3,,,,,
22,1.60115E+12,26/09/2020 18:31:13,1.60115E+12,-4,26/09/2020 14:31:14,26422,2,task-o6yv,,6974170,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Learning Task,2,taught-inferred,taught-inferred,16,10,2,Screen 1,Zone2,response_button_image,2952.4,,,dino_stad5.png,1,1,0,0,,,,,1,trials,dino_stad5.png,,empty table.png,dino_stad5.png,alien_stad5.png,want_stad_dino.mp3,,,,,
23,1.60115E+12,26/09/2020 18:31:23,1.60115E+12,-4,26/09/2020 14:31:24,26422,2,task-o6yv,,6974170,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Learning Task,2,taught-inferred,taught-inferred,11,11,1,LearningTrial1,Zone3,content_audio,9591.2,,,,,0,1,0,,,,,1,trials,alien_doff5.png,,empty table.png,dino_doff5.png,alien_doff5.png,like_doff_alien.mp3,,,,,
24,1.60115E+12,26/09/2020 18:31:24,1.60115E+12,-4,26/09/2020 14:31:25,26422,2,task-o6yv,,6974170,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Learning Task,2,taught-inferred,taught-inferred,11,11,2,Screen 1,Zone4,response_button_image,756.9,,,alien_doff5.png,1,1,0,0,,,,,1,trials,alien_doff5.png,,empty table.png,dino_doff5.png,alien_doff5.png,like_doff_alien.mp3,,,,,
25,1.60115E+12,26/09/2020 18:31:33,1.60115E+12,-4,26/09/2020 14:31:34,26422,2,task-o6yv,,6974170,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Learning Task,2,taught-inferred,taught-inferred,14,12,1,LearningTrial1,Zone3,content_audio,9040.1,,,,,0,1,0,,,,,1,trials,dino_pru5.png,,empty table.png,alien_pru5.png,dino_pru5.png,want_pru_dino.mp3,,,,,
26,1.60115E+12,26/09/2020 18:31:39,1.60115E+12,-4,26/09/2020 14:31:40,26422,2,task-o6yv,,6974170,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Learning Task,2,taught-inferred,taught-inferred,14,12,2,Screen 1,Zone4,response_button_image,5698.7,,,dino_pru5.png,1,1,0,0,,,,,1,trials,dino_pru5.png,,empty table.png,alien_pru5.png,dino_pru5.png,want_pru_dino.mp3,,,,,
27,1.60115E+12,26/09/2020 18:31:49,1.60115E+12,-4,26/09/2020 14:31:50,26422,2,task-o6yv,,6974170,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Learning Task,2,taught-inferred,taught-inferred,4,13,1,LearningTrial1,Zone3,content_audio,10251.9,,,,,0,1,0,,,,,1,trials,dino_zeb5.png,,empty table.png,dino_zeb5.png,alien_zeb5.png,like_zeb_dino.mp3,,,,,
28,1.60115E+12,26/09/2020 18:31:50,1.60115E+12,-4,26/09/2020 14:31:51,26422,2,task-o6yv,,6974170,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Learning Task,2,taught-inferred,taught-inferred,4,13,2,Screen 1,Zone2,response_button_image,1014.8,,,dino_zeb5.png,1,1,0,0,,,,,1,trials,dino_zeb5.png,,empty table.png,dino_zeb5.png,alien_zeb5.png,like_zeb_dino.mp3,,,,,
29,1.60115E+12,26/09/2020 18:31:59,1.60115E+12,-4,26/09/2020 14:32:00,26422,2,task-o6yv,,6974170,BLIND,2010997,,complete,,,computer,Desktop or Laptop,Android 9,Silk 84.3.5,1280x800,1280x614,,Learning Task,2,taught-inferred,taught-inferred,13,14,1,LearningTrial1,Zone3,content_audio,8262.2,,,,,0,1,0,,,,,1,trials,alien_gaz5.png,,empty table.png,alien_gaz5.png,dino_gaz5.png,like_gaz_alien.mp3,,,,,
