soundFile,word,location,repetition,trialnum,condition,fam_trials_loop.thisRepN,fam_trials_loop.thisTrialN,fam_trials_loop.thisN,fam_trials_loop.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,sound_block_key_resp.keys,sound_block_key_resp.rt,tone_block_key_resp.keys,tone_block_key_resp.rt,starget,Run,PartID,frameRate,ttarget,expName,date,
pu.wav,2,3,34,411,S,0,26,26,26,,,,,2,0.37580704689,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
pi.wav,1,1,36,412,S,0,27,27,27,,,,,2,0.226244211197,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
tu.wav,1,2,36,413,S,0,28,28,28,,,,,2,0.169120073318,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
bi.wav,1,3,36,414,S,0,29,29,29,,,,,2,0.291659116745,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
di.wav,2,1,35,415,S,0,30,30,30,,,,,2,0.255064964294,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
ba.wav,2,2,35,416,S,0,31,31,31,,,,,2,0.272412776947,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
pu.wav,2,3,35,417,S,0,32,32,32,,,,,2,0.288832902908,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
bu.wav,4,1,35,418,S,0,33,33,33,,,,,2,0.2541680336,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
pa.wav,4,2,35,419,S,0,34,34,34,,,,,2,0.32578587532,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
da.wav,4,3,35,420,S,0,35,35,35,,,,,None,,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
ta.wav,3,1,35,421,S,0,36,36,36,,,,,2,0.356902837753,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
ti.wav,3,2,35,422,S,0,37,37,37,,,,,None,,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
du.wav,3,3,35,423,S,0,38,38,38,,,,,2,0.0555250644684,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
bu.wav,4,1,36,424,S,0,39,39,39,,,,,2,0.0558581352234,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
pa.wav,4,2,36,425,S,0,40,40,40,,,,,2,0.0529799461365,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
da.wav,4,3,36,426,S,0,41,41,41,,,,,2,0.0755920410156,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
ta.wav,3,1,36,427,S,0,42,42,42,,,,,2,0.123040914536,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
ti.wav,3,2,36,428,S,0,43,43,43,,,,,2,0.205534934998,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
du.wav,3,3,36,429,S,0,44,44,44,,,,,2,0.234508037567,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
di.wav,2,1,36,430,S,0,45,45,45,,,,,2,0.240997076035,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
ba.wav,2,2,36,431,S,0,46,46,46,,,,,2,0.205617189407,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
pu.wav,2,3,36,432,S,0,47,47,47,,,,,2,0.338685035706,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
pi.wav,1,1,37,433,S,0,48,48,48,,,,,2,0.374322891235,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
tu.wav,1,2,37,434,S,0,49,49,49,,,,,2,0.371190071106,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
bi.wav,1,3,37,435,S,0,50,50,50,,,,,2,0.273527145386,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
ta.wav,3,1,37,436,S,0,51,51,51,,,,,2,0.323803186417,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
ti.wav,3,2,37,437,S,0,52,52,52,,,,,2,0.288363933563,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
du.wav,3,3,37,438,S,0,53,53,53,,,,,2,0.207132101059,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
pi.wav,1,1,38,439,S,0,54,54,54,,,,,2,0.208225011826,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
tu.wav,1,2,38,440,S,0,55,55,55,,,,,2,0.239536046982,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
bi.wav,1,3,38,441,S,0,56,56,56,,,,,2,0.190047979355,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
bu.wav,4,1,37,442,S,0,57,57,57,,,,,2,0.140722990036,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
pa.wav,4,2,37,443,S,0,58,58,58,,,,,2,0.1879529953,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
da.wav,4,3,37,444,S,0,59,59,59,,,,,2,0.190691947937,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
di.wav,2,1,37,445,S,0,60,60,60,,,,,2,0.158889055252,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
ba.wav,2,2,37,446,S,0,61,61,61,,,,,2,0.106890916824,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
pu.wav,2,3,37,447,S,0,62,62,62,,,,,2,0.255229949951,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
pi.wav,1,1,39,448,S,0,63,63,63,,,,,2,0.208895921707,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
tu.wav,1,2,39,449,S,0,64,64,64,,,,,2,0.155048131943,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
bi.wav,1,3,39,450,S,0,65,65,65,,,,,None,,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
bu.wav,4,1,38,451,S,0,66,66,66,,,,,2,0.201023101807,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
pa.wav,4,2,38,452,S,0,67,67,67,,,,,2,0.42481803894,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
da.wav,4,3,38,453,S,0,68,68,68,,,,,2,0.338491916656,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
di.wav,2,1,38,454,S,0,69,69,69,,,,,None,,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
ba.wav,2,2,38,455,S,0,70,70,70,,,,,2,0.005450963974,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
pu.wav,2,3,38,456,S,0,71,71,71,,,,,None,,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
ta.wav,3,1,38,457,S,0,72,72,72,,,,,2,0.056930065155,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
ti.wav,3,2,38,458,S,0,73,73,73,,,,,2,0.104554176331,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
du.wav,3,3,38,459,S,0,74,74,74,,,,,2,0.284304857254,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
di.wav,2,1,39,460,S,0,75,75,75,,,,,2,0.340303182602,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
ba.wav,2,2,39,461,S,0,76,76,76,,,,,2,0.455843925476,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
pu.wav,2,3,39,462,S,0,77,77,77,,,,,None,,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
pi.wav,1,1,40,463,S,0,78,78,78,,,,,2,0.00560307502747,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
tu.wav,1,2,40,464,S,0,79,79,79,,,,,2,0.0208759307861,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
bi.wav,1,3,40,465,S,0,80,80,80,,,,,2,0.0251579284668,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
ta.wav,3,1,39,466,S,0,81,81,81,,,,,2,0.00539302825928,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
ti.wav,3,2,39,467,S,0,82,82,82,,,,,None,,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
du.wav,3,3,39,468,S,0,83,83,83,,,,,2,0.0248630046844,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
bu.wav,4,1,39,469,S,0,84,84,84,,,,,2,0.0252771377563,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
pa.wav,4,2,39,470,S,0,85,85,85,,,,,2,0.0376470088959,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
da.wav,4,3,39,471,S,0,86,86,86,,,,,2,0.107251882553,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
ta.wav,3,1,40,472,S,0,87,87,87,,,,,2,0.172843933105,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
ti.wav,3,2,40,473,S,0,88,88,88,,,,,2,0.186867952347,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
du.wav,3,3,40,474,S,0,89,89,89,,,,,2,0.226047992706,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
di.wav,2,1,40,475,S,0,90,90,90,,,,,2,0.203695058823,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
ba.wav,2,2,40,476,S,0,91,91,91,,,,,2,0.103576898575,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
pu.wav,2,3,40,477,S,0,92,92,92,,,,,2,0.0743799209595,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
bu.wav,4,1,40,478,S,0,93,93,93,,,,,2,0.104224205017,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
pa.wav,4,2,40,479,S,0,94,94,94,,,,,2,0.13766503334,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
da.wav,4,3,40,480,S,0,95,95,95,,,,,2,0.0584628582001,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
silence.wav,0,0,0,0,B,0,96,96,96,,,,,2,0.0911378860474,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
silence.wav,0,0,0,0,B,0,97,97,97,,,,,2,0.137204885483,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
silence.wav,0,0,0,0,B,0,98,98,98,,,,,2,0.241999864578,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
silence.wav,0,0,0,0,B,0,99,99,99,,,,,2,0.236747026443,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
silence.wav,0,0,0,0,B,0,100,100,100,,,,,2,0.321624994278,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
silence.wav,0,0,0,0,B,0,101,101,101,,,,,None,,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
silence.wav,0,0,0,0,B,0,102,102,102,,,,,2,0.0565400123596,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
silence.wav,0,0,0,0,B,0,103,103,103,,,,,2,0.0874018669128,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
silence.wav,0,0,0,0,B,0,104,104,104,,,,,None,,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
silence.wav,0,0,0,0,B,0,105,105,105,,,,,2,0.222860097885,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
silence.wav,0,0,0,0,B,0,106,106,106,,,,,None,,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
silence.wav,0,0,0,0,B,0,107,107,107,,,,,2,0.370846986771,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
silence.wav,0,0,0,0,B,0,108,108,108,,,,,2,0.408306121826,,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
2C.wav,0,1,1,385,R,,,,,0,0,0,0,,,None,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
1B.wav,0,2,1,386,R,,,,,0,1,1,1,,,None,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
3C.wav,0,3,1,387,R,,,,,0,2,2,2,,,None,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
2B.wav,0,1,1,388,R,,,,,0,3,3,3,,,None,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
3A.wav,0,2,1,389,R,,,,,0,4,4,4,,,2,0.38933300972,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
2C.wav,0,3,1,390,R,,,,,0,5,5,5,,,2,0.457309007645,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
3B.wav,0,1,1,391,R,,,,,0,6,6,6,,,None,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
3C.wav,0,2,1,392,R,,,,,0,7,7,7,,,2,0.415139913559,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
2A.wav,0,3,1,393,R,,,,,0,8,8,8,,,None,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
3B.wav,0,1,1,394,R,,,,,0,9,9,9,,,2,0.0209901332855,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
4A.wav,0,2,1,395,R,,,,,0,10,10,10,,,2,0.101531982422,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
3A.wav,0,3,1,396,R,,,,,0,11,11,11,,,2,0.459020853043,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
2B.wav,0,1,1,397,R,,,,,0,12,12,12,,,2,0.419224977493,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
4A.wav,0,2,1,398,R,,,,,0,13,13,13,,,None,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
3C.wav,0,3,1,399,R,,,,,0,14,14,14,,,2,0.0488569736481,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
1C.wav,0,1,1,400,R,,,,,0,15,15,15,,,2,0.0214600563049,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
4C.wav,0,2,1,401,R,,,,,0,16,16,16,,,2,0.458679914474,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
4B.wav,0,3,1,402,R,,,,,0,17,17,17,,,2,0.42057299614,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
3B.wav,0,1,1,403,R,,,,,0,18,18,18,,,2,0.425279855728,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
4B.wav,0,2,1,404,R,,,,,0,19,19,19,,,None,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
2A.wav,0,3,1,405,R,,,,,0,20,20,20,,,2,0.041090965271,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
3A.wav,0,1,1,406,R,,,,,0,21,21,21,,,2,0.322726964951,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
1A.wav,0,2,1,407,R,,,,,0,22,22,22,,,2,0.242445230484,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
4C.wav,0,3,1,408,R,,,,,0,23,23,23,,,2,0.173122882843,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
1A.wav,0,1,1,409,R,,,,,0,24,24,24,,,2,0.107264041901,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
4B.wav,0,2,1,410,R,,,,,0,25,25,25,,,2,0.0890641212463,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
1A.wav,0,3,1,411,R,,,,,0,26,26,26,,,2,0.387825965881,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
4A.wav,0,1,1,412,R,,,,,0,27,27,27,,,2,0.279597997665,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
2A.wav,0,2,1,413,R,,,,,0,28,28,28,,,2,0.205501079559,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
4A.wav,0,3,1,414,R,,,,,0,29,29,29,,,2,0.401720046997,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
1B.wav,0,1,1,415,R,,,,,0,30,30,30,,,2,0.222368001938,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
2B.wav,0,2,1,416,R,,,,,0,31,31,31,,,2,0.371877908707,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
1C.wav,0,3,1,417,R,,,,,0,32,32,32,,,2,0.22410607338,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
1C.wav,0,1,1,418,R,,,,,0,33,33,33,,,2,0.420511960983,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
4B.wav,0,2,1,419,R,,,,,0,34,34,34,,,2,0.354604005814,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
2A.wav,0,3,1,420,R,,,,,0,35,35,35,,,2,0.201745986938,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
3B.wav,0,1,1,421,R,,,,,0,36,36,36,,,2,0.0757060050964,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
1A.wav,0,2,1,422,R,,,,,0,37,37,37,,,2,0.405394792557,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
2B.wav,0,3,1,423,R,,,,,0,38,38,38,,,2,0.309195041656,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
3C.wav,0,1,1,424,R,,,,,0,39,39,39,,,2,0.223798036575,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
4C.wav,0,2,1,425,R,,,,,0,40,40,40,,,2,0.172644853592,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
3A.wav,0,3,1,426,R,,,,,0,41,41,41,,,2,0.0754280090332,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
2C.wav,0,1,1,427,R,,,,,0,42,42,42,,,2,0.0389778614044,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
1B.wav,0,2,1,428,R,,,,,0,43,43,43,,,2,0.453161001205,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
4C.wav,0,3,1,429,R,,,,,0,44,44,44,,,2,0.389391899109,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
2C.wav,0,1,1,430,R,,,,,0,45,45,45,,,2,0.342186927795,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
1B.wav,0,2,1,431,R,,,,,0,46,46,46,,,2,0.323322057724,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
1C.wav,0,3,1,432,R,,,,,0,47,47,47,,,2,0.238709926605,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
3C.wav,0,1,1,433,R,,,,,0,48,48,48,,,2,0.173110961914,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
3B.wav,0,2,1,434,R,,,,,0,49,49,49,,,2,0.09210896492,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
2A.wav,0,3,1,435,R,,,,,0,50,50,50,,,2,0.420680999756,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
3B.wav,0,1,1,436,R,,,,,0,51,51,51,,,2,0.354343175888,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
1B.wav,0,2,1,437,R,,,,,0,52,52,52,,,2,0.279779911041,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
2B.wav,0,3,1,438,R,,,,,0,53,53,53,,,2,0.320943117142,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
3B.wav,0,1,1,439,R,,,,,0,54,54,54,,,2,0.389359951019,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
4A.wav,0,2,1,440,R,,,,,0,55,55,55,,,None,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
2C.wav,0,3,1,441,R,,,,,0,56,56,56,,,None,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
3A.wav,0,1,1,442,R,,,,,0,57,57,57,,,2,0.020770072937,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
1C.wav,0,2,1,443,R,,,,,0,58,58,58,,,2,0.041846036911,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
3C.wav,0,3,1,444,R,,,,,0,59,59,59,,,2,0.207723140717,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
2B.wav,0,1,1,445,R,,,,,0,60,60,60,,,None,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
2C.wav,0,2,1,446,R,,,,,0,61,61,61,,,None,,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
3A.wav,0,3,1,447,R,,,,,0,62,62,62,,,2,0.0405588150024,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
2A.wav,0,1,1,448,R,,,,,0,63,63,63,,,2,0.0379159450531,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
3A.wav,0,2,1,449,R,,,,,0,64,64,64,,,2,0.38808298111,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
1C.wav,0,3,1,450,R,,,,,0,65,65,65,,,2,0.321239948273,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
4C.wav,0,1,1,451,R,,,,,0,66,66,66,,,2,0.272664070129,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
1B.wav,0,2,1,452,R,,,,,0,67,67,67,,,2,0.188192129135,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
1A.wav,0,3,1,453,R,,,,,0,68,68,68,,,2,0.439988851547,pu,1,sllip_013,61.3784716785,2C,auditory,2020_Jan_25_1447,
